tcp_stream,mss_negotiated,ch_tcp_bytes,sh_tcp_bytes,ch_packets,sh_packets,handshake_duration_ms,crypto_cost_ratio_sh_over_ch,has_ch,has_sh,has_end_heuristic,handshake_complete
832,1460,1383,3572,1,1,17214.249,2.582791,1,1,1,1
833,1460,1383,3572,1,1,16552.442,2.582791,1,1,1,1
834,1460,1383,3572,1,1,16741.774,2.582791,1,1,1,1
835,1460,1383,3572,1,1,16396.014,2.582791,1,1,1,1
836,1460,1383,3572,1,1,17182.714,2.582791,1,1,1,1
837,1460,1383,3572,1,1,17185.155,2.582791,1,1,1,1
838,1460,1383,3572,1,1,17188.438,2.582791,1,1,1,1
839,1460,1383,3572,1,1,15111.982,2.582791,1,1,1,1
840,1460,1383,3572,1,1,17180.293,2.582791,1,1,1,1
841,1460,1383,3572,1,1,17186.341,2.582791,1,1,1,1
842,1460,1383,3572,1,1,17185.605,2.582791,1,1,1,1
843,1460,1383,3572,1,1,16456.688,2.582791,1,1,1,1
844,1460,1383,3572,1,1,17181.956,2.582791,1,1,1,1
845,1460,1383,3572,1,1,17184.775,2.582791,1,1,1,1
846,1460,1383,3572,1,1,17186.575,2.582791,1,1,1,1
847,1460,1383,3572,1,1,17189.904,2.582791,1,1,1,1
848,1460,1383,3572,1,1,16119.734,2.582791,1,1,1,1
849,1460,1383,3572,1,1,17194.787,2.582791,1,1,1,1
850,1460,1383,3572,1,1,17194.561,2.582791,1,1,1,1
851,1460,1383,3572,1,1,17200.291,2.582791,1,1,1,1
852,1460,1383,3572,1,1,17200.032,2.582791,1,1,1,1
853,1460,1383,3572,1,1,17192.595,2.582791,1,1,1,1
854,1460,1383,3572,1,1,17189.624,2.582791,1,1,1,1
855,1460,1383,3572,1,1,17182.872,2.582791,1,1,1,1
856,1460,1383,3572,1,1,17173.810,2.582791,1,1,1,1
857,1460,1383,3572,1,1,17163.985,2.582791,1,1,1,1
858,1460,1383,3572,1,1,17166.098,2.582791,1,1,1,1
859,1460,1383,3572,1,1,17162.995,2.582791,1,1,1,1
860,1460,1383,3572,1,1,17166.533,2.582791,1,1,1,1
861,1460,1383,3572,1,1,17169.760,2.582791,1,1,1,1
862,1460,1383,3572,1,1,16403.400,2.582791,1,1,1,1
863,1460,1383,3572,1,1,17155.319,2.582791,1,1,1,1
864,1460,1383,3572,1,1,17158.911,2.582791,1,1,1,1
865,1460,1383,3572,1,1,16864.418,2.582791,1,1,1,1
866,1460,1383,3572,1,1,17144.778,2.582791,1,1,1,1
867,1460,1383,3572,1,1,17142.388,2.582791,1,1,1,1
868,1460,1383,3572,1,1,17147.166,2.582791,1,1,1,1
869,1460,1383,3572,1,1,17116.415,2.582791,1,1,1,1
870,1460,1383,3572,1,1,16815.342,2.582791,1,1,1,1
871,1460,1383,3572,1,1,14518.829,2.582791,1,1,1,1
872,1460,1383,3572,1,1,17120.943,2.582791,1,1,1,1
873,1460,1383,3572,1,1,17132.941,2.582791,1,1,1,1
874,1460,1383,3572,1,1,17135.859,2.582791,1,1,1,1
875,1460,1383,3572,1,1,17119.570,2.582791,1,1,1,1
876,1460,1383,3572,1,1,17109.263,2.582791,1,1,1,1
877,1460,1383,3572,1,1,17115.312,2.582791,1,1,1,1
878,1460,1383,3572,1,1,17114.222,2.582791,1,1,1,1
879,1460,1383,3572,1,1,17109.448,2.582791,1,1,1,1
880,1460,1383,3572,1,1,17113.055,2.582791,1,1,1,1
881,1460,1383,3572,1,1,15781.047,2.582791,1,1,1,1
882,1460,1383,3572,1,1,16728.817,2.582791,1,1,1,1
883,1460,1383,3572,1,1,17126.590,2.582791,1,1,1,1
884,1460,1383,3572,1,1,17125.496,2.582791,1,1,1,1
885,1460,1383,3572,1,1,17130.064,2.582791,1,1,1,1
886,1460,1383,3572,1,1,15379.569,2.582791,1,1,1,1
887,1460,1383,3572,1,1,15878.967,2.582791,1,1,1,1
888,1460,1383,3572,1,1,17136.058,2.582791,1,1,1,1
889,1460,1383,3572,1,1,17140.679,2.582791,1,1,1,1
890,1460,1383,3572,1,1,17144.107,2.582791,1,1,1,1
891,1460,1383,3572,1,1,17148.628,2.582791,1,1,1,1
892,1460,1383,3572,1,1,17151.936,2.582791,1,1,1,1
893,1460,1383,3572,1,1,17150.691,2.582791,1,1,1,1
894,1460,1383,3572,1,1,17147.314,2.582791,1,1,1,1
895,1460,1383,3572,1,1,17141.076,2.582791,1,1,1,1
896,1460,1383,3572,1,1,17147.274,2.582791,1,1,1,1
897,1460,1383,3572,1,1,17152.136,2.582791,1,1,1,1
898,1460,1383,3572,1,1,17158.350,2.582791,1,1,1,1
899,1460,1383,3572,1,1,15110.312,2.582791,1,1,1,1
900,1460,1383,3572,1,1,17158.236,2.582791,1,1,1,1
901,1460,1383,3572,1,1,17162.726,2.582791,1,1,1,1
902,1460,1383,3572,1,1,17168.280,2.582791,1,1,1,1
903,1460,1383,3572,1,1,16574.211,2.582791,1,1,1,1
904,1460,1383,3572,1,1,17169.723,2.582791,1,1,1,1
905,1460,1383,3572,1,1,17171.830,2.582791,1,1,1,1
906,1460,1383,3572,1,1,17169.164,2.582791,1,1,1,1
907,1460,1383,3572,1,1,17169.760,2.582791,1,1,1,1
908,1460,1383,3572,1,1,17163.158,2.582791,1,1,1,1
909,1460,1383,3572,1,1,14597.072,2.582791,1,1,1,1
910,1460,1383,3572,1,1,17166.358,2.582791,1,1,1,1
911,1460,1383,3572,1,1,17169.592,2.582791,1,1,1,1
912,1460,1383,3572,1,1,17173.297,2.582791,1,1,1,1
913,1460,1383,3572,1,1,17179.404,2.582791,1,1,1,1
914,1460,1383,3572,1,1,17178.521,2.582791,1,1,1,1
915,1460,1383,3572,1,1,16841.654,2.582791,1,1,1,1
916,1460,1383,3572,1,1,16150.379,2.582791,1,1,1,1
917,1460,1383,3572,1,1,15645.743,2.582791,1,1,1,1
918,1460,1383,3572,1,1,17156.372,2.582791,1,1,1,1
919,1460,1383,3572,1,1,17158.287,2.582791,1,1,1,1
920,1460,1383,3572,1,1,17159.334,2.582791,1,1,1,1
921,1460,1383,3572,1,1,17162.645,2.582791,1,1,1,1
922,1460,1383,3572,1,1,16918.526,2.582791,1,1,1,1
923,1460,1383,3572,1,1,17162.883,2.582791,1,1,1,1
924,1460,1383,3572,1,1,17167.831,2.582791,1,1,1,1
925,1460,1383,3572,1,1,16380.709,2.582791,1,1,1,1
926,1460,1383,3572,1,1,17167.019,2.582791,1,1,1,1
927,1460,1383,3572,1,1,16737.641,2.582791,1,1,1,1
928,1460,1383,3572,1,1,16737.418,2.582791,1,1,1,1
929,1460,1383,3572,1,1,17158.255,2.582791,1,1,1,1
930,1460,1383,3572,1,1,17164.177,2.582791,1,1,1,1
931,1460,1383,3572,1,1,17164.269,2.582791,1,1,1,1
932,1460,1383,3572,1,1,17164.821,2.582791,1,1,1,1
933,1460,1383,3572,1,1,16955.216,2.582791,1,1,1,1
934,1460,1383,3572,1,1,17165.899,2.582791,1,1,1,1
935,1460,1383,3572,1,1,17168.394,2.582791,1,1,1,1
936,1460,1383,3572,1,1,16298.318,2.582791,1,1,1,1
937,1460,1383,3572,1,1,16976.771,2.582791,1,1,1,1
938,1460,1383,3572,1,1,17134.537,2.582791,1,1,1,1
939,1460,1383,3572,1,1,13536.999,2.582791,1,1,1,1
940,1460,1383,3572,1,1,17140.416,2.582791,1,1,1,1
941,1460,1383,3572,1,1,17144.771,2.582791,1,1,1,1
942,1460,1383,3572,1,1,17146.884,2.582791,1,1,1,1
943,1460,1383,3572,1,1,17149.075,2.582791,1,1,1,1
944,1460,1383,3572,1,1,17152.841,2.582791,1,1,1,1
945,1460,1383,3572,1,1,17156.177,2.582791,1,1,1,1
946,1460,1383,3572,1,1,17157.326,2.582791,1,1,1,1
947,1460,1383,3572,1,1,17151.958,2.582791,1,1,1,1
948,1460,1383,3572,1,1,17136.686,2.582791,1,1,1,1
949,1460,1383,3572,1,1,17142.630,2.582791,1,1,1,1
950,1460,1383,3572,1,1,17148.005,2.582791,1,1,1,1
951,1460,1383,3572,1,1,17153.985,2.582791,1,1,1,1
952,1460,1383,3572,1,1,17157.830,2.582791,1,1,1,1
953,1460,1383,3572,1,1,17164.323,2.582791,1,1,1,1
954,1460,1383,3572,1,1,17167.717,2.582791,1,1,1,1
955,1460,1383,3572,1,1,15957.585,2.582791,1,1,1,1
956,1460,1383,3572,1,1,17169.185,2.582791,1,1,1,1
957,1460,1383,3572,1,1,17172.859,2.582791,1,1,1,1
958,1460,1383,3572,1,1,17177.377,2.582791,1,1,1,1
959,1460,1383,3572,1,1,16944.041,2.582791,1,1,1,1
960,1460,1383,3572,1,1,17182.604,2.582791,1,1,1,1
961,1460,1383,3572,1,1,17174.221,2.582791,1,1,1,1
962,1460,1383,3572,1,1,17170.103,2.582791,1,1,1,1
963,1460,1383,3572,1,1,17175.720,2.582791,1,1,1,1
964,1460,1383,3572,1,1,17179.129,2.582791,1,1,1,1
965,1460,1383,3572,1,1,17178.162,2.582791,1,1,1,1
966,1460,1383,3572,1,1,15541.654,2.582791,1,1,1,1
967,1460,1383,3572,1,1,16727.889,2.582791,1,1,1,1
968,1460,1383,3572,1,1,16496.293,2.582791,1,1,1,1
969,1460,1383,3572,1,1,17162.435,2.582791,1,1,1,1
970,1460,1383,3572,1,1,17166.544,2.582791,1,1,1,1
971,1460,1383,3572,1,1,17172.392,2.582791,1,1,1,1
972,1460,1383,3572,1,1,17172.808,2.582791,1,1,1,1
973,1460,1383,3572,1,1,17177.997,2.582791,1,1,1,1
974,1460,1383,3572,1,1,17183.286,2.582791,1,1,1,1
975,1460,1383,3572,1,1,14616.452,2.582791,1,1,1,1
976,1460,1383,3572,1,1,17202.092,2.582791,1,1,1,1
977,1460,1383,3572,1,1,17208.120,2.582791,1,1,1,1
978,1460,1383,3572,1,1,17212.686,2.582791,1,1,1,1
979,1460,1383,3572,1,1,17213.949,2.582791,1,1,1,1
980,1460,1383,3572,1,1,17218.822,2.582791,1,1,1,1
981,1460,1383,3572,1,1,17222.531,2.582791,1,1,1,1
982,1460,1383,3572,1,1,17233.374,2.582791,1,1,1,1
983,1460,1383,3572,1,1,16566.972,2.582791,1,1,1,1
984,1460,1383,3572,1,1,17241.875,2.582791,1,1,1,1
985,1460,1383,3572,1,1,17242.325,2.582791,1,1,1,1
986,1460,1383,3572,1,1,17248.792,2.582791,1,1,1,1
987,1460,1383,3572,1,1,16074.114,2.582791,1,1,1,1
988,1460,1383,3572,1,1,17254.278,2.582791,1,1,1,1
989,1460,1383,3572,1,1,16290.364,2.582791,1,1,1,1
990,1460,1383,3572,1,1,17244.133,2.582791,1,1,1,1
991,1460,1383,3572,1,1,17250.416,2.582791,1,1,1,1
992,1460,1383,3572,1,1,17256.973,2.582791,1,1,1,1
993,1460,1383,3572,1,1,16323.233,2.582791,1,1,1,1
994,1460,1383,3572,1,1,17266.364,2.582791,1,1,1,1
995,1460,1383,3572,1,1,17265.864,2.582791,1,1,1,1
996,1460,1383,3572,1,1,15361.542,2.582791,1,1,1,1
997,1460,1383,3572,1,1,17023.992,2.582791,1,1,1,1
998,1460,1383,3572,1,1,17268.556,2.582791,1,1,1,1
999,1460,1383,3572,1,1,17069.013,2.582791,1,1,1,1
1000,1460,1383,3572,1,1,16324.812,2.582791,1,1,1,1
1001,1460,1383,3572,1,1,17289.311,2.582791,1,1,1,1
1002,1460,1383,3572,1,1,15965.056,2.582791,1,1,1,1
1003,1460,1383,3572,1,1,17285.592,2.582791,1,1,1,1
1004,1460,1383,3572,1,1,15968.763,2.582791,1,1,1,1
1005,1460,1383,3572,1,1,17309.490,2.582791,1,1,1,1
1006,1460,1383,3572,1,1,17317.448,2.582791,1,1,1,1
1007,1460,1383,3572,1,1,17320.704,2.582791,1,1,1,1
1008,1460,1383,3572,1,1,17325.171,2.582791,1,1,1,1
1009,1460,1383,3572,1,1,16566.570,2.582791,1,1,1,1
1010,1460,1383,3572,1,1,16766.797,2.582791,1,1,1,1
1011,1460,1383,3572,1,1,17345.411,2.582791,1,1,1,1
1012,1460,1383,3572,1,1,16994.661,2.582791,1,1,1,1
1013,1460,1383,3572,1,1,17278.565,2.582791,1,1,1,1
1014,1460,1383,3572,1,1,17360.658,2.582791,1,1,1,1
1015,1460,1383,3572,1,1,17367.956,2.582791,1,1,1,1
1016,1460,1383,3572,1,1,17367.035,2.582791,1,1,1,1
1017,1460,1383,3572,1,1,17370.393,2.582791,1,1,1,1
1018,1460,1383,3572,1,1,17371.912,2.582791,1,1,1,1
1019,1460,1383,3572,1,1,14695.596,2.582791,1,1,1,1
1020,1460,1383,3572,1,1,15034.788,2.582791,1,1,1,1
1021,1460,1383,3572,1,1,17375.654,2.582791,1,1,1,1
1022,1460,1383,3572,1,1,17379.286,2.582791,1,1,1,1
1023,1460,1383,3572,1,1,17380.239,2.582791,1,1,1,1
1024,1460,1383,3572,1,1,17387.481,2.582791,1,1,1,1
1025,1460,1383,3572,1,1,17393.495,2.582791,1,1,1,1
1026,1460,1383,3572,1,1,17400.626,2.582791,1,1,1,1
1027,1460,1383,3572,1,1,17396.474,2.582791,1,1,1,1
1028,1460,1383,3572,1,1,17401.575,2.582791,1,1,1,1
1029,1460,1383,3572,1,1,17407.226,2.582791,1,1,1,1
1030,1460,1383,3572,1,1,17395.228,2.582791,1,1,1,1
1031,1460,1383,3572,1,1,17401.649,2.582791,1,1,1,1
1032,1460,1383,3572,1,1,16644.883,2.582791,1,1,1,1
1033,1460,1383,3572,1,1,17411.517,2.582791,1,1,1,1
1034,1460,1383,3572,1,1,17411.800,2.582791,1,1,1,1
1035,1460,1383,3572,1,1,17419.467,2.582791,1,1,1,1
1036,1460,1383,3572,1,1,17424.945,2.582791,1,1,1,1
1037,1460,1383,3572,1,1,17431.324,2.582791,1,1,1,1
1038,1460,1383,3572,1,1,17434.844,2.582791,1,1,1,1
1039,1460,1383,3572,1,1,17439.981,2.582791,1,1,1,1
1040,1460,1383,3572,1,1,17443.371,2.582791,1,1,1,1
1041,1460,1383,3572,1,1,17449.604,2.582791,1,1,1,1
1042,1460,1383,3572,1,1,14088.085,2.582791,1,1,1,1
1043,1460,1383,3572,1,1,16296.375,2.582791,1,1,1,1
1044,1460,1383,3572,1,1,17468.358,2.582791,1,1,1,1
1045,1460,1383,3572,1,1,17471.224,2.582791,1,1,1,1
1046,1460,1383,3572,1,1,17477.742,2.582791,1,1,1,1
1047,1460,1383,3572,1,1,17478.779,2.582791,1,1,1,1
1048,1460,1383,3572,1,1,17485.457,2.582791,1,1,1,1
1049,1460,1383,3572,1,1,17491.832,2.582791,1,1,1,1
1050,1460,1383,3572,1,1,17497.783,2.582791,1,1,1,1
1051,1460,1383,3572,1,1,17499.551,2.582791,1,1,1,1
1052,1460,1383,3572,1,1,16728.438,2.582791,1,1,1,1
1053,1460,1383,3572,1,1,17391.091,2.582791,1,1,1,1
1054,1460,1383,3572,1,1,17519.885,2.582791,1,1,1,1
1055,1460,1383,3572,1,1,17515.024,2.582791,1,1,1,1
1056,1460,1383,3572,1,1,16959.490,2.582791,1,1,1,1
1057,1460,1383,3572,1,1,17489.513,2.582791,1,1,1,1
1058,1460,1383,3572,1,1,17426.119,2.582791,1,1,1,1
1059,1460,1383,3572,1,1,16327.863,2.582791,1,1,1,1
1060,1460,1383,3572,1,1,17480.453,2.582791,1,1,1,1
1061,1460,1383,3572,1,1,17480.274,2.582791,1,1,1,1
1062,1460,1383,3572,1,1,17485.559,2.582791,1,1,1,1
1063,1460,1383,3572,1,1,17492.506,2.582791,1,1,1,1
1064,1460,1383,3572,1,1,17488.726,2.582791,1,1,1,1
1065,1460,1383,3572,1,1,17181.171,2.582791,1,1,1,1
1066,1460,1383,3572,1,1,17499.887,2.582791,1,1,1,1
1067,1460,1383,3572,1,1,16971.065,2.582791,1,1,1,1
1068,1460,1383,3572,1,1,17502.833,2.582791,1,1,1,1
1069,1460,1383,3572,1,1,16921.822,2.582791,1,1,1,1
1070,1460,1383,3572,1,1,17513.004,2.582791,1,1,1,1
1071,1460,1383,3572,1,1,17510.150,2.582791,1,1,1,1
1072,1460,1383,3572,1,1,17519.586,2.582791,1,1,1,1
1073,1460,1383,3572,1,1,17527.194,2.582791,1,1,1,1
1074,1460,1383,3572,1,1,17518.783,2.582791,1,1,1,1
1075,1460,1383,3572,1,1,17528.237,2.582791,1,1,1,1
1076,1460,1383,3572,1,1,17535.612,2.582791,1,1,1,1
1077,1460,1383,3572,1,1,17343.009,2.582791,1,1,1,1
1078,1460,1383,3572,1,1,17542.474,2.582791,1,1,1,1
1079,1460,1383,3572,1,1,17552.211,2.582791,1,1,1,1
1080,1460,1383,3572,1,1,17547.319,2.582791,1,1,1,1
1081,1460,1383,3572,1,1,16888.121,2.582791,1,1,1,1
1082,1460,1383,3572,1,1,17096.514,2.582791,1,1,1,1
1083,1460,1383,3572,1,1,17552.224,2.582791,1,1,1,1
1084,1460,1383,3572,1,1,16963.134,2.582791,1,1,1,1
1085,1460,1383,3572,1,1,17048.259,2.582791,1,1,1,1
1086,1460,1383,3572,1,1,17553.532,2.582791,1,1,1,1
1087,1460,1383,3572,1,1,17559.033,2.582791,1,1,1,1
1088,1460,1383,3572,1,1,17567.714,2.582791,1,1,1,1
1089,1460,1383,3572,1,1,17575.475,2.582791,1,1,1,1
1090,1460,1383,3572,1,1,17579.531,2.582791,1,1,1,1
1091,1460,1383,3572,1,1,17588.159,2.582791,1,1,1,1
1092,1460,1383,3572,1,1,17597.139,2.582791,1,1,1,1
1093,1460,1383,3572,1,1,17599.261,2.582791,1,1,1,1
1094,1460,1383,3572,1,1,17602.475,2.582791,1,1,1,1
1095,1460,1383,3572,1,1,17206.389,2.582791,1,1,1,1
1096,1460,1383,3572,1,1,17607.524,2.582791,1,1,1,1
1097,1460,1383,3572,1,1,17609.185,2.582791,1,1,1,1
1098,1460,1383,3572,1,1,17606.848,2.582791,1,1,1,1
1099,1460,1383,3572,1,1,17618.224,2.582791,1,1,1,1
1100,1460,1383,3572,1,1,17606.233,2.582791,1,1,1,1
1101,1460,1383,3572,1,1,16839.328,2.582791,1,1,1,1
1102,1460,1383,3572,1,1,16638.229,2.582791,1,1,1,1
1103,1460,1383,3572,1,1,15450.589,2.582791,1,1,1,1
1104,1460,1383,3572,1,1,17599.652,2.582791,1,1,1,1
1105,1460,1383,3572,1,1,17488.242,2.582791,1,1,1,1
1106,1460,1383,3572,1,1,17616.111,2.582791,1,1,1,1
1107,1460,1383,3572,1,1,17625.564,2.582791,1,1,1,1
1108,1460,1383,3572,1,1,17635.165,2.582791,1,1,1,1
1109,1460,1383,3572,1,1,17136.138,2.582791,1,1,1,1
1110,1460,1383,3572,1,1,17649.937,2.582791,1,1,1,1
1111,1460,1383,3572,1,1,17657.544,2.582791,1,1,1,1
1112,1460,1383,3572,1,1,17616.819,2.582791,1,1,1,1
1113,1460,1383,3572,1,1,16969.385,2.582791,1,1,1,1
1114,1460,1383,3572,1,1,17227.519,2.582791,1,1,1,1
1115,1460,1383,3572,1,1,17256.950,2.582791,1,1,1,1
1116,1460,1383,3572,1,1,17581.688,2.582791,1,1,1,1
1117,1460,1383,3572,1,1,17585.487,2.582791,1,1,1,1
1118,1460,1383,3572,1,1,17156.979,2.582791,1,1,1,1
1119,1460,1383,3572,1,1,17591.080,2.582791,1,1,1,1
1120,1460,1383,3572,1,1,17569.388,2.582791,1,1,1,1
1121,1460,1383,3572,1,1,17568.124,2.582791,1,1,1,1
1122,1460,1383,3572,1,1,17569.987,2.582791,1,1,1,1
1123,1460,1383,3572,1,1,17030.701,2.582791,1,1,1,1
1124,1460,1383,3572,1,1,17569.156,2.582791,1,1,1,1
1125,1460,1383,3572,1,1,17567.242,2.582791,1,1,1,1
1126,1460,1383,3572,1,1,17087.594,2.582791,1,1,1,1
1127,1460,1383,3572,1,1,17573.400,2.582791,1,1,1,1
1128,1460,1383,3572,1,1,17576.571,2.582791,1,1,1,1
1129,1460,1383,3572,1,1,17577.544,2.582791,1,1,1,1
1130,1460,1383,3572,1,1,17581.470,2.582791,1,1,1,1
1131,1460,1383,3572,1,1,17583.429,2.582791,1,1,1,1
1132,1460,1383,3572,1,1,17588.173,2.582791,1,1,1,1
1133,1460,1383,3572,1,1,17589.936,2.582791,1,1,1,1
1134,1460,1383,3572,1,1,17592.546,2.582791,1,1,1,1
1135,1460,1383,3572,1,1,17594.853,2.582791,1,1,1,1
1136,1460,1383,3572,1,1,15025.886,2.582791,1,1,1,1
1137,1460,1383,3572,1,1,17600.652,2.582791,1,1,1,1
1138,1460,1383,3572,1,1,17597.426,2.582791,1,1,1,1
1139,1460,1383,3572,1,1,17600.379,2.582791,1,1,1,1
1140,1460,1383,3572,1,1,17602.838,2.582791,1,1,1,1
1141,1460,1383,3572,1,1,16198.669,2.582791,1,1,1,1
1142,1460,1383,3572,1,1,17610.744,2.582791,1,1,1,1
1143,1460,1383,3572,1,1,17619.625,2.582791,1,1,1,1
1144,1460,1383,3572,1,1,17617.109,2.582791,1,1,1,1
1145,1460,1383,3572,1,1,17620.477,2.582791,1,1,1,1
1146,1460,1383,3572,1,1,17628.541,2.582791,1,1,1,1
1147,1460,1383,3572,1,1,17633.746,2.582791,1,1,1,1
1148,1460,1383,3572,1,1,17641.407,2.582791,1,1,1,1
1149,1460,1383,3572,1,1,17646.454,2.582791,1,1,1,1
1150,1460,1383,3572,1,1,17645.861,2.582791,1,1,1,1
1151,1460,1383,3572,1,1,17650.620,2.582791,1,1,1,1
1152,1460,1383,3572,1,1,17656.969,2.582791,1,1,1,1
1153,1460,1383,3572,1,1,17650.028,2.582791,1,1,1,1
1154,1460,1383,3572,1,1,17654.241,2.582791,1,1,1,1
1155,1460,1383,3572,1,1,17649.926,2.582791,1,1,1,1
1156,1460,1383,3572,1,1,17654.807,2.582791,1,1,1,1
1157,1460,1383,3572,1,1,17632.149,2.582791,1,1,1,1
1158,1460,1383,3572,1,1,17629.716,2.582791,1,1,1,1
1159,1460,1383,3572,1,1,17635.243,2.582791,1,1,1,1
1160,1460,1383,3572,1,1,17639.096,2.582791,1,1,1,1
1161,1460,1383,3572,1,1,16286.651,2.582791,1,1,1,1
1162,1460,1383,3572,1,1,17641.361,2.582791,1,1,1,1
1163,1460,1383,3572,1,1,17648.047,2.582791,1,1,1,1
1164,1460,1383,3572,1,1,17640.401,2.582791,1,1,1,1
1165,1460,1383,3572,1,1,17643.314,2.582791,1,1,1,1
1166,1460,1383,3572,1,1,17640.937,2.582791,1,1,1,1
1167,1460,1383,3572,1,1,17644.724,2.582791,1,1,1,1
1168,1460,1383,3572,1,1,17648.113,2.582791,1,1,1,1
1169,1460,1383,3572,1,1,16941.782,2.582791,1,1,1,1
1170,1460,1383,3572,1,1,16328.176,2.582791,1,1,1,1
1171,1460,1383,3572,1,1,15701.960,2.582791,1,1,1,1
1172,1460,1383,3572,1,1,17644.940,2.582791,1,1,1,1
1173,1460,1383,3572,1,1,17644.096,2.582791,1,1,1,1
1174,1460,1383,3572,1,1,17635.873,2.582791,1,1,1,1
1175,1460,1383,3572,1,1,17629.095,2.582791,1,1,1,1
1176,1460,1383,3572,1,1,17634.676,2.582791,1,1,1,1
1177,1460,1383,3572,1,1,17618.081,2.582791,1,1,1,1
1178,1460,1383,3572,1,1,17623.214,2.582791,1,1,1,1
1179,1460,1383,3572,1,1,15663.631,2.582791,1,1,1,1
1180,1460,1383,3572,1,1,17616.376,2.582791,1,1,1,1
1181,1460,1383,3572,1,1,14593.676,2.582791,1,1,1,1
1182,1460,1383,3572,1,1,17623.743,2.582791,1,1,1,1
1183,1460,1383,3572,1,1,17627.164,2.582791,1,1,1,1
1184,1460,1383,3572,1,1,17626.703,2.582791,1,1,1,1
1185,1460,1383,3572,1,1,17617.559,2.582791,1,1,1,1
1186,1460,1383,3572,1,1,17622.595,2.582791,1,1,1,1
1187,1460,1383,3572,1,1,15719.606,2.582791,1,1,1,1
1188,1460,1383,3572,1,1,15694.710,2.582791,1,1,1,1
1189,1460,1383,3572,1,1,16972.588,2.582791,1,1,1,1
1190,1460,1383,3572,1,1,17622.571,2.582791,1,1,1,1
1191,1460,1383,3572,1,1,17627.079,2.582791,1,1,1,1
1192,1460,1383,3572,1,1,16966.362,2.582791,1,1,1,1
1193,1460,1383,3572,1,1,17208.699,2.582791,1,1,1,1
1194,1460,1383,3572,1,1,17609.616,2.582791,1,1,1,1
1195,1460,1383,3572,1,1,17615.743,2.582791,1,1,1,1
1196,1460,1383,3572,1,1,17614.307,2.582791,1,1,1,1
1197,1460,1383,3572,1,1,16091.194,2.582791,1,1,1,1
1198,1460,1383,3572,1,1,17609.424,2.582791,1,1,1,1
1199,1460,1383,3572,1,1,15677.023,2.582791,1,1,1,1
1200,1460,1383,3572,1,1,15528.128,2.582791,1,1,1,1
1201,1460,1383,3572,1,1,17602.149,2.582791,1,1,1,1
1202,1460,1383,3572,1,1,15246.765,2.582791,1,1,1,1
1203,1460,1383,3572,1,1,14681.592,2.582791,1,1,1,1
1204,1460,1383,3572,1,1,17611.619,2.582791,1,1,1,1
1205,1460,1383,3572,1,1,17610.967,2.582791,1,1,1,1
1206,1460,1383,3572,1,1,17616.323,2.582791,1,1,1,1
1207,1460,1383,3572,1,1,16955.162,2.582791,1,1,1,1
1208,1460,1383,3572,1,1,17623.701,2.582791,1,1,1,1
1209,1460,1383,3572,1,1,17481.137,2.582791,1,1,1,1
1210,1460,1383,3572,1,1,17616.828,2.582791,1,1,1,1
1211,1460,1383,3572,1,1,17620.525,2.582791,1,1,1,1
1212,1460,1383,3572,1,1,17626.443,2.582791,1,1,1,1
1213,1460,1383,3572,1,1,17630.230,2.582791,1,1,1,1
1214,1460,1383,3572,1,1,17628.796,2.582791,1,1,1,1
1215,1460,1383,3572,1,1,17633.592,2.582791,1,1,1,1
1216,1460,1383,3572,1,1,17635.466,2.582791,1,1,1,1
1217,1460,1383,3572,1,1,17595.650,2.582791,1,1,1,1
1218,1460,1383,3572,1,1,17646.235,2.582791,1,1,1,1
1219,1460,1383,3572,1,1,17645.503,2.582791,1,1,1,1
1220,1460,1383,3572,1,1,17643.852,2.582791,1,1,1,1
1221,1460,1383,3572,1,1,16043.110,2.582791,1,1,1,1
1222,1460,1383,3572,1,1,17630.518,2.582791,1,1,1,1
1223,1460,1383,3572,1,1,17654.871,2.582791,1,1,1,1
1224,1460,1383,3572,1,1,15613.705,2.582791,1,1,1,1
1225,1460,1383,3572,1,1,16634.181,2.582791,1,1,1,1
1226,1460,1383,3572,1,1,17643.669,2.582791,1,1,1,1
1227,1460,1383,3572,1,1,17647.785,2.582791,1,1,1,1
1228,1460,1383,3572,1,1,17647.739,2.582791,1,1,1,1
1229,1460,1383,3572,1,1,17654.819,2.582791,1,1,1,1
1230,1460,1383,3572,1,1,17656.755,2.582791,1,1,1,1
1231,1460,1383,3572,1,1,17621.629,2.582791,1,1,1,1
1232,1460,1383,3572,1,1,17653.757,2.582791,1,1,1,1
1233,1460,1383,3572,1,1,17659.996,2.582791,1,1,1,1
1234,1460,1383,3572,1,1,17654.171,2.582791,1,1,1,1
1235,1460,1383,3572,1,1,17656.569,2.582791,1,1,1,1
1236,1460,1383,3572,1,1,17140.792,2.582791,1,1,1,1
1237,1460,1383,3572,1,1,15496.496,2.582791,1,1,1,1
1238,1460,1383,3572,1,1,16625.591,2.582791,1,1,1,1
1239,1460,1383,3572,1,1,17656.067,2.582791,1,1,1,1
1240,1460,1383,3572,1,1,17656.003,2.582791,1,1,1,1
1241,1460,1383,3572,1,1,17658.784,2.582791,1,1,1,1
1242,1460,1383,3572,1,1,17655.048,2.582791,1,1,1,1
1243,1460,1383,3572,1,1,17643.597,2.582791,1,1,1,1
1244,1460,1383,3572,1,1,17649.171,2.582791,1,1,1,1
