tcp_stream,mss_negotiated,ch_tcp_bytes,sh_tcp_bytes,ch_packets,sh_packets,handshake_duration_ms,crypto_cost_ratio_sh_over_ch,has_ch,has_sh,has_end_heuristic,handshake_complete
411,1460,1383,3572,1,1,16884.385,2.582791,1,1,1,1
412,1460,1383,3572,1,1,16888.871,2.582791,1,1,1,1
413,1460,1383,3572,1,1,16894.672,2.582791,1,1,1,1
414,1460,1383,3572,1,1,14656.360,2.582791,1,1,1,1
415,1460,1383,3572,1,1,16886.626,2.582791,1,1,1,1
416,1460,1383,3572,1,1,15083.050,2.582791,1,1,1,1
417,1460,1383,3572,1,1,16895.751,2.582791,1,1,1,1
418,1460,1383,3572,1,1,16899.042,2.582791,1,1,1,1
419,1460,1383,3572,1,1,16888.966,2.582791,1,1,1,1
420,1460,1383,3572,1,1,13921.611,2.582791,1,1,1,1
421,1460,1383,3572,1,1,16898.420,2.582791,1,1,1,1
422,1460,1383,3572,1,1,16903.629,2.582791,1,1,1,1
423,1460,1383,3572,1,1,16908.831,2.582791,1,1,1,1
424,1460,1383,3572,1,1,16913.654,2.582791,1,1,1,1
425,1460,1383,3572,1,1,16913.625,2.582791,1,1,1,1
426,1460,1383,3572,1,1,14222.908,2.582791,1,1,1,1
427,1460,1383,3572,1,1,16896.114,2.582791,1,1,1,1
428,1460,1383,3572,1,1,16900.188,2.582791,1,1,1,1
429,1460,1383,3572,1,1,16901.543,2.582791,1,1,1,1
430,1460,1383,3572,1,1,16907.108,2.582791,1,1,1,1
431,1460,1383,3572,1,1,16909.672,2.582791,1,1,1,1
432,1460,1383,3572,1,1,16914.507,2.582791,1,1,1,1
433,1460,1383,3572,1,1,15462.376,2.582791,1,1,1,1
434,1460,1383,3572,1,1,16915.201,2.582791,1,1,1,1
435,1460,1383,3572,1,1,16910.191,2.582791,1,1,1,1
436,1460,1383,3572,1,1,16914.797,2.582791,1,1,1,1
437,1460,1383,3572,1,1,16918.976,2.582791,1,1,1,1
438,1460,1383,3572,1,1,16919.811,2.582791,1,1,1,1
439,1460,1383,3572,1,1,16923.760,2.582791,1,1,1,1
440,1460,1383,3572,1,1,16923.733,2.582791,1,1,1,1
441,1460,1383,3572,1,1,16925.911,2.582791,1,1,1,1
442,1460,1383,3572,1,1,16925.966,2.582791,1,1,1,1
443,1460,1383,3572,1,1,16930.262,2.582791,1,1,1,1
444,1460,1383,3572,1,1,16919.454,2.582791,1,1,1,1
445,1460,1383,3572,1,1,16923.107,2.582791,1,1,1,1
446,1460,1383,3572,1,1,16929.106,2.582791,1,1,1,1
447,1460,1383,3572,1,1,16845.613,2.582791,1,1,1,1
448,1460,1383,3572,1,1,16938.315,2.582791,1,1,1,1
449,1460,1383,3572,1,1,16938.038,2.582791,1,1,1,1
450,1460,1383,3572,1,1,16942.587,2.582791,1,1,1,1
451,1460,1383,3572,1,1,16926.613,2.582791,1,1,1,1
452,1460,1383,3572,1,1,16927.024,2.582791,1,1,1,1
453,1460,1383,3572,1,1,16928.911,2.582791,1,1,1,1
454,1460,1383,3572,1,1,16918.086,2.582791,1,1,1,1
455,1460,1383,3572,1,1,15279.261,2.582791,1,1,1,1
456,1460,1383,3572,1,1,16908.667,2.582791,1,1,1,1
457,1460,1383,3572,1,1,15598.891,2.582791,1,1,1,1
458,1460,1383,3572,1,1,16888.984,2.582791,1,1,1,1
459,1460,1383,3572,1,1,16890.785,2.582791,1,1,1,1
460,1460,1383,3572,1,1,16897.330,2.582791,1,1,1,1
461,1460,1383,3572,1,1,16871.302,2.582791,1,1,1,1
462,1460,1383,3572,1,1,16871.959,2.582791,1,1,1,1
463,1460,1383,3572,1,1,16870.256,2.582791,1,1,1,1
464,1460,1383,3572,1,1,16875.725,2.582791,1,1,1,1
465,1460,1383,3572,1,1,16865.445,2.582791,1,1,1,1
466,1460,1383,3572,1,1,16872.055,2.582791,1,1,1,1
467,1460,1383,3572,1,1,16879.559,2.582791,1,1,1,1
468,1460,1383,3572,1,1,16182.800,2.582791,1,1,1,1
469,1460,1383,3572,1,1,16878.169,2.582791,1,1,1,1
470,1460,1383,3572,1,1,16882.336,2.582791,1,1,1,1
471,1460,1383,3572,1,1,16893.525,2.582791,1,1,1,1
472,1460,1383,3572,1,1,16878.278,2.582791,1,1,1,1
473,1460,1383,3572,1,1,16879.804,2.582791,1,1,1,1
474,1460,1383,3572,1,1,13527.164,2.582791,1,1,1,1
475,1460,1383,3572,1,1,15741.429,2.582791,1,1,1,1
476,1460,1383,3572,1,1,16880.467,2.582791,1,1,1,1
477,1460,1383,3572,1,1,14412.573,2.582791,1,1,1,1
478,1460,1383,3572,1,1,16859.850,2.582791,1,1,1,1
479,1460,1383,3572,1,1,16858.450,2.582791,1,1,1,1
480,1460,1383,3572,1,1,16851.763,2.582791,1,1,1,1
481,1460,1383,3572,1,1,16846.234,2.582791,1,1,1,1
482,1460,1383,3572,1,1,16830.018,2.582791,1,1,1,1
483,1460,1383,3572,1,1,16834.848,2.582791,1,1,1,1
484,1460,1383,3572,1,1,16711.738,2.582791,1,1,1,1
485,1460,1383,3572,1,1,14657.938,2.582791,1,1,1,1
486,1460,1383,3572,1,1,16807.253,2.582791,1,1,1,1
487,1460,1383,3572,1,1,16808.465,2.582791,1,1,1,1
488,1460,1383,3572,1,1,16816.941,2.582791,1,1,1,1
489,1460,1383,3572,1,1,16821.970,2.582791,1,1,1,1
490,1460,1383,3572,1,1,15917.099,2.582791,1,1,1,1
491,1460,1383,3572,1,1,16822.373,2.582791,1,1,1,1
492,1460,1383,3572,1,1,16831.315,2.582791,1,1,1,1
493,1460,1383,3572,1,1,16831.059,2.582791,1,1,1,1
494,1460,1383,3572,1,1,16832.717,2.582791,1,1,1,1
495,1460,1383,3572,1,1,16832.094,2.582791,1,1,1,1
496,1460,1383,3572,1,1,16835.856,2.582791,1,1,1,1
497,1460,1383,3572,1,1,16837.000,2.582791,1,1,1,1
498,1460,1383,3572,1,1,16826.367,2.582791,1,1,1,1
499,1460,1383,3572,1,1,16831.900,2.582791,1,1,1,1
500,1460,1383,3572,1,1,16839.480,2.582791,1,1,1,1
501,1460,1383,3572,1,1,16839.771,2.582791,1,1,1,1
502,1460,1383,3572,1,1,13878.167,2.582791,1,1,1,1
503,1460,1383,3572,1,1,14940.113,2.582791,1,1,1,1
504,1460,1383,3572,1,1,16853.823,2.582791,1,1,1,1
505,1460,1383,3572,1,1,16855.596,2.582791,1,1,1,1
506,1460,1383,3572,1,1,16857.615,2.582791,1,1,1,1
507,1460,1383,3572,1,1,16863.789,2.582791,1,1,1,1
508,1460,1383,3572,1,1,16871.891,2.582791,1,1,1,1
509,1460,1383,3572,1,1,16879.702,2.582791,1,1,1,1
510,1460,1383,3572,1,1,16882.115,2.582791,1,1,1,1
511,1460,1383,3572,1,1,15981.550,2.582791,1,1,1,1
512,1460,1383,3572,1,1,16887.892,2.582791,1,1,1,1
513,1460,1383,3572,1,1,16892.219,2.582791,1,1,1,1
514,1460,1383,3572,1,1,16899.483,2.582791,1,1,1,1
515,1460,1383,3572,1,1,16907.501,2.582791,1,1,1,1
516,1460,1383,3572,1,1,16909.678,2.582791,1,1,1,1
517,1460,1383,3572,1,1,16912.322,2.582791,1,1,1,1
518,1460,1383,3572,1,1,16919.724,2.582791,1,1,1,1
519,1460,1383,3572,1,1,16925.391,2.582791,1,1,1,1
520,1460,1383,3572,1,1,16929.208,2.582791,1,1,1,1
521,1460,1383,3572,1,1,16936.067,2.582791,1,1,1,1
522,1460,1383,3572,1,1,16943.849,2.582791,1,1,1,1
523,1460,1383,3572,1,1,16950.732,2.582791,1,1,1,1
524,1460,1383,3572,1,1,16953.832,2.582791,1,1,1,1
525,1460,1383,3572,1,1,16957.900,2.582791,1,1,1,1
526,1460,1383,3572,1,1,16964.595,2.582791,1,1,1,1
527,1460,1383,3572,1,1,16963.842,2.582791,1,1,1,1
528,1460,1383,3572,1,1,16966.113,2.582791,1,1,1,1
529,1460,1383,3572,1,1,16971.697,2.582791,1,1,1,1
530,1460,1383,3572,1,1,16974.050,2.582791,1,1,1,1
531,1460,1383,3572,1,1,16976.942,2.582791,1,1,1,1
532,1460,1383,3572,1,1,16980.245,2.582791,1,1,1,1
533,1460,1383,3572,1,1,16985.243,2.582791,1,1,1,1
534,1460,1383,3572,1,1,16992.311,2.582791,1,1,1,1
535,1460,1383,3572,1,1,16996.001,2.582791,1,1,1,1
536,1460,1383,3572,1,1,16999.669,2.582791,1,1,1,1
537,1460,1383,3572,1,1,17007.596,2.582791,1,1,1,1
538,1460,1383,3572,1,1,17010.688,2.582791,1,1,1,1
539,1460,1383,3572,1,1,17015.981,2.582791,1,1,1,1
540,1460,1383,3572,1,1,17022.035,2.582791,1,1,1,1
541,1460,1383,3572,1,1,17028.273,2.582791,1,1,1,1
542,1460,1383,3572,1,1,17035.720,2.582791,1,1,1,1
543,1460,1383,3572,1,1,17038.455,2.582791,1,1,1,1
544,1460,1383,3572,1,1,17046.795,2.582791,1,1,1,1
545,1460,1383,3572,1,1,17053.159,2.582791,1,1,1,1
546,1460,1383,3572,1,1,17060.370,2.582791,1,1,1,1
547,1460,1383,3572,1,1,17065.024,2.582791,1,1,1,1
548,1460,1383,3572,1,1,17069.328,2.582791,1,1,1,1
549,1460,1383,3572,1,1,17071.736,2.582791,1,1,1,1
550,1460,1383,3572,1,1,17077.008,2.582791,1,1,1,1
551,1460,1383,3572,1,1,17069.916,2.582791,1,1,1,1
552,1460,1383,3572,1,1,17074.753,2.582791,1,1,1,1
553,1460,1383,3572,1,1,17080.958,2.582791,1,1,1,1
554,1460,1383,3572,1,1,17082.766,2.582791,1,1,1,1
555,1460,1383,3572,1,1,17086.719,2.582791,1,1,1,1
556,1460,1383,3572,1,1,17085.744,2.582791,1,1,1,1
557,1460,1383,3572,1,1,17088.084,2.582791,1,1,1,1
558,1460,1383,3572,1,1,17087.665,2.582791,1,1,1,1
559,1460,1383,3572,1,1,17092.340,2.582791,1,1,1,1
560,1460,1383,3572,1,1,17098.177,2.582791,1,1,1,1
561,1460,1383,3572,1,1,17098.863,2.582791,1,1,1,1
562,1460,1383,3572,1,1,17104.446,2.582791,1,1,1,1
563,1460,1383,3572,1,1,17117.917,2.582791,1,1,1,1
564,1460,1383,3572,1,1,17123.776,2.582791,1,1,1,1
565,1460,1383,3572,1,1,17120.770,2.582791,1,1,1,1
566,1460,1383,3572,1,1,17128.460,2.582791,1,1,1,1
567,1460,1383,3572,1,1,17128.225,2.582791,1,1,1,1
568,1460,1383,3572,1,1,17129.579,2.582791,1,1,1,1
569,1460,1383,3572,1,1,17136.935,2.582791,1,1,1,1
570,1460,1383,3572,1,1,17147.336,2.582791,1,1,1,1
571,1460,1383,3572,1,1,17139.160,2.582791,1,1,1,1
572,1460,1383,3572,1,1,17130.894,2.582791,1,1,1,1
573,1460,1383,3572,1,1,17139.553,2.582791,1,1,1,1
574,1460,1383,3572,1,1,17137.715,2.582791,1,1,1,1
575,1460,1383,3572,1,1,17145.326,2.582791,1,1,1,1
576,1460,1383,3572,1,1,17147.867,2.582791,1,1,1,1
577,1460,1383,3572,1,1,17152.236,2.582791,1,1,1,1
578,1460,1383,3572,1,1,17159.364,2.582791,1,1,1,1
579,1460,1383,3572,1,1,17163.687,2.582791,1,1,1,1
580,1460,1383,3572,1,1,17172.404,2.582791,1,1,1,1
581,1460,1383,3572,1,1,17175.296,2.582791,1,1,1,1
582,1460,1383,3572,1,1,17177.302,2.582791,1,1,1,1
583,1460,1383,3572,1,1,17176.539,2.582791,1,1,1,1
584,1460,1383,3572,1,1,17179.384,2.582791,1,1,1,1
585,1460,1383,3572,1,1,17186.538,2.582791,1,1,1,1
586,1460,1383,3572,1,1,17183.666,2.582791,1,1,1,1
587,1460,1383,3572,1,1,17191.633,2.582791,1,1,1,1
588,1460,1383,3572,1,1,17201.029,2.582791,1,1,1,1
589,1460,1383,3572,1,1,15824.693,2.582791,1,1,1,1
590,1460,1383,3572,1,1,17172.805,2.582791,1,1,1,1
591,1460,1383,3572,1,1,17177.489,2.582791,1,1,1,1
592,1460,1383,3572,1,1,17187.116,2.582791,1,1,1,1
593,1460,1383,3572,1,1,17178.103,2.582791,1,1,1,1
594,1460,1383,3572,1,1,17185.115,2.582791,1,1,1,1
595,1460,1383,3572,1,1,17191.888,2.582791,1,1,1,1
596,1460,1383,3572,1,1,17199.133,2.582791,1,1,1,1
597,1460,1383,3572,1,1,13545.216,2.582791,1,1,1,1
598,1460,1383,3572,1,1,17192.206,2.582791,1,1,1,1
599,1460,1383,3572,1,1,16028.157,2.582791,1,1,1,1
600,1460,1383,3572,1,1,17193.814,2.582791,1,1,1,1
601,1460,1383,3572,1,1,15797.272,2.582791,1,1,1,1
602,1460,1383,3572,1,1,17192.778,2.582791,1,1,1,1
603,1460,1383,3572,1,1,16474.790,2.582791,1,1,1,1
604,1460,1383,3572,1,1,16017.725,2.582791,1,1,1,1
605,1460,1383,3572,1,1,17211.065,2.582791,1,1,1,1
606,1460,1383,3572,1,1,17216.449,2.582791,1,1,1,1
607,1460,1383,3572,1,1,17211.965,2.582791,1,1,1,1
608,1460,1383,3572,1,1,17199.355,2.582791,1,1,1,1
609,1460,1383,3572,1,1,17201.588,2.582791,1,1,1,1
610,1460,1383,3572,1,1,17210.336,2.582791,1,1,1,1
611,1460,1383,3572,1,1,13788.474,2.582791,1,1,1,1
612,1460,1383,3572,1,1,17222.954,2.582791,1,1,1,1
613,1460,1383,3572,1,1,17040.678,2.582791,1,1,1,1
614,1460,1383,3572,1,1,17223.904,2.582791,1,1,1,1
615,1460,1383,3572,1,1,17233.181,2.582791,1,1,1,1
616,1460,1383,3572,1,1,17237.924,2.582791,1,1,1,1
617,1460,1383,3572,1,1,14529.127,2.582791,1,1,1,1
618,1460,1383,3572,1,1,17230.854,2.582791,1,1,1,1
619,1460,1383,3572,1,1,17199.232,2.582791,1,1,1,1
620,1460,1383,3572,1,1,17207.166,2.582791,1,1,1,1
621,1460,1383,3572,1,1,16946.861,2.582791,1,1,1,1
622,1460,1383,3572,1,1,17181.372,2.582791,1,1,1,1
623,1460,1383,3572,1,1,17183.008,2.582791,1,1,1,1
624,1460,1383,3572,1,1,16651.346,2.582791,1,1,1,1
625,1460,1383,3572,1,1,17188.794,2.582791,1,1,1,1
626,1460,1383,3572,1,1,17192.898,2.582791,1,1,1,1
627,1460,1383,3572,1,1,17196.715,2.582791,1,1,1,1
628,1460,1383,3572,1,1,16940.110,2.582791,1,1,1,1
629,1460,1383,3572,1,1,15740.093,2.582791,1,1,1,1
630,1460,1383,3572,1,1,17194.965,2.582791,1,1,1,1
631,1460,1383,3572,1,1,17194.297,2.582791,1,1,1,1
632,1460,1383,3572,1,1,17198.843,2.582791,1,1,1,1
633,1460,1383,3572,1,1,17200.958,2.582791,1,1,1,1
634,1460,1383,3572,1,1,17206.825,2.582791,1,1,1,1
635,1460,1383,3572,1,1,17212.252,2.582791,1,1,1,1
636,1460,1383,3572,1,1,17218.144,2.582791,1,1,1,1
637,1460,1383,3572,1,1,17048.994,2.582791,1,1,1,1
638,1460,1383,3572,1,1,17211.210,2.582791,1,1,1,1
639,1460,1383,3572,1,1,17205.895,2.582791,1,1,1,1
640,1460,1383,3572,1,1,17208.154,2.582791,1,1,1,1
641,1460,1383,3572,1,1,16965.853,2.582791,1,1,1,1
642,1460,1383,3572,1,1,17197.021,2.582791,1,1,1,1
643,1460,1383,3572,1,1,17200.908,2.582791,1,1,1,1
644,1460,1383,3572,1,1,17204.865,2.582791,1,1,1,1
645,1460,1383,3572,1,1,17202.190,2.582791,1,1,1,1
646,1460,1383,3572,1,1,17207.429,2.582791,1,1,1,1
647,1460,1383,3572,1,1,17205.810,2.582791,1,1,1,1
648,1460,1383,3572,1,1,17208.343,2.582791,1,1,1,1
649,1460,1383,3572,1,1,17208.408,2.582791,1,1,1,1
650,1460,1383,3572,1,1,17213.945,2.582791,1,1,1,1
651,1460,1383,3572,1,1,17215.288,2.582791,1,1,1,1
652,1460,1383,3572,1,1,17222.090,2.582791,1,1,1,1
653,1460,1383,3572,1,1,17228.296,2.582791,1,1,1,1
654,1460,1383,3572,1,1,17236.377,2.582791,1,1,1,1
655,1460,1383,3572,1,1,17236.772,2.582791,1,1,1,1
656,1460,1383,3572,1,1,17244.002,2.582791,1,1,1,1
657,1460,1383,3572,1,1,17237.372,2.582791,1,1,1,1
658,1460,1383,3572,1,1,17240.845,2.582791,1,1,1,1
659,1460,1383,3572,1,1,17234.575,2.582791,1,1,1,1
660,1460,1383,3572,1,1,17238.065,2.582791,1,1,1,1
661,1460,1383,3572,1,1,17239.223,2.582791,1,1,1,1
662,1460,1383,3572,1,1,17244.217,2.582791,1,1,1,1
663,1460,1383,3572,1,1,17245.255,2.582791,1,1,1,1
664,1460,1383,3572,1,1,17247.395,2.582791,1,1,1,1
665,1460,1383,3572,1,1,17253.273,2.582791,1,1,1,1
666,1460,1383,3572,1,1,17251.810,2.582791,1,1,1,1
667,1460,1383,3572,1,1,17250.268,2.582791,1,1,1,1
668,1460,1383,3572,1,1,17249.019,2.582791,1,1,1,1
669,1460,1383,3572,1,1,17252.757,2.582791,1,1,1,1
670,1460,1383,3572,1,1,17253.508,2.582791,1,1,1,1
671,1460,1383,3572,1,1,17254.787,2.582791,1,1,1,1
672,1460,1383,3572,1,1,17260.693,2.582791,1,1,1,1
673,1460,1383,3572,1,1,14568.436,2.582791,1,1,1,1
674,1460,1383,3572,1,1,17267.827,2.582791,1,1,1,1
675,1460,1383,3572,1,1,17267.105,2.582791,1,1,1,1
676,1460,1383,3572,1,1,17267.290,2.582791,1,1,1,1
677,1460,1383,3572,1,1,17270.409,2.582791,1,1,1,1
678,1460,1383,3572,1,1,17269.902,2.582791,1,1,1,1
679,1460,1383,3572,1,1,17271.752,2.582791,1,1,1,1
680,1460,1383,3572,1,1,17277.283,2.582791,1,1,1,1
681,1460,1383,3572,1,1,17278.919,2.582791,1,1,1,1
682,1460,1383,3572,1,1,17281.592,2.582791,1,1,1,1
683,1460,1383,3572,1,1,17281.115,2.582791,1,1,1,1
684,1460,1383,3572,1,1,17285.006,2.582791,1,1,1,1
685,1460,1383,3572,1,1,17284.187,2.582791,1,1,1,1
686,1460,1383,3572,1,1,17279.378,2.582791,1,1,1,1
687,1460,1383,3572,1,1,15264.208,2.582791,1,1,1,1
688,1460,1383,3572,1,1,17268.339,2.582791,1,1,1,1
689,1460,1383,3572,1,1,17266.104,2.582791,1,1,1,1
690,1460,1383,3572,1,1,17271.503,2.582791,1,1,1,1
691,1460,1383,3572,1,1,17237.678,2.582791,1,1,1,1
692,1460,1383,3572,1,1,17240.809,2.582791,1,1,1,1
693,1460,1383,3572,1,1,17242.368,2.582791,1,1,1,1
694,1460,1383,3572,1,1,17248.287,2.582791,1,1,1,1
695,1460,1383,3572,1,1,17254.396,2.582791,1,1,1,1
696,1460,1383,3572,1,1,17252.401,2.582791,1,1,1,1
697,1460,1383,3572,1,1,16820.008,2.582791,1,1,1,1
698,1460,1383,3572,1,1,17239.517,2.582791,1,1,1,1
699,1460,1383,3572,1,1,17236.114,2.582791,1,1,1,1
700,1460,1383,3572,1,1,17241.024,2.582791,1,1,1,1
701,1460,1383,3572,1,1,17220.199,2.582791,1,1,1,1
702,1460,1383,3572,1,1,17218.848,2.582791,1,1,1,1
703,1460,1383,3572,1,1,17222.370,2.582791,1,1,1,1
704,1460,1383,3572,1,1,17226.918,2.582791,1,1,1,1
705,1460,1383,3572,1,1,17233.254,2.582791,1,1,1,1
706,1460,1383,3572,1,1,17222.933,2.582791,1,1,1,1
707,1460,1383,3572,1,1,17227.991,2.582791,1,1,1,1
708,1460,1383,3572,1,1,17226.960,2.582791,1,1,1,1
709,1460,1383,3572,1,1,15536.895,2.582791,1,1,1,1
710,1460,1383,3572,1,1,16756.157,2.582791,1,1,1,1
711,1460,1383,3572,1,1,17231.125,2.582791,1,1,1,1
712,1460,1383,3572,1,1,17236.496,2.582791,1,1,1,1
713,1460,1383,3572,1,1,17233.658,2.582791,1,1,1,1
714,1460,1383,3572,1,1,13759.347,2.582791,1,1,1,1
715,1460,1383,3572,1,1,17227.769,2.582791,1,1,1,1
716,1460,1383,3572,1,1,17228.112,2.582791,1,1,1,1
717,1460,1383,3572,1,1,17230.729,2.582791,1,1,1,1
718,1460,1383,3572,1,1,16918.402,2.582791,1,1,1,1
719,1460,1383,3572,1,1,17220.417,2.582791,1,1,1,1
720,1460,1383,3572,1,1,16660.408,2.582791,1,1,1,1
721,1460,1383,3572,1,1,17203.417,2.582791,1,1,1,1
722,1460,1383,3572,1,1,17209.411,2.582791,1,1,1,1
723,1460,1383,3572,1,1,16717.209,2.582791,1,1,1,1
724,1460,1383,3572,1,1,17218.013,2.582791,1,1,1,1
725,1460,1383,3572,1,1,17224.124,2.582791,1,1,1,1
726,1460,1383,3572,1,1,17229.514,2.582791,1,1,1,1
727,1460,1383,3572,1,1,17233.350,2.582791,1,1,1,1
728,1460,1383,3572,1,1,15563.125,2.582791,1,1,1,1
729,1460,1383,3572,1,1,17034.349,2.582791,1,1,1,1
730,1460,1383,3572,1,1,17231.332,2.582791,1,1,1,1
731,1460,1383,3572,1,1,16578.644,2.582791,1,1,1,1
732,1460,1383,3572,1,1,17211.148,2.582791,1,1,1,1
733,1460,1383,3572,1,1,17204.983,2.582791,1,1,1,1
734,1460,1383,3572,1,1,17210.719,2.582791,1,1,1,1
735,1460,1383,3572,1,1,16792.779,2.582791,1,1,1,1
736,1460,1383,3572,1,1,17195.695,2.582791,1,1,1,1
737,1460,1383,3572,1,1,17199.959,2.582791,1,1,1,1
738,1460,1383,3572,1,1,17196.827,2.582791,1,1,1,1
739,1460,1383,3572,1,1,17197.065,2.582791,1,1,1,1
740,1460,1383,3572,1,1,17192.656,2.582791,1,1,1,1
741,1460,1383,3572,1,1,17193.529,2.582791,1,1,1,1
742,1460,1383,3572,1,1,17189.663,2.582791,1,1,1,1
743,1460,1383,3572,1,1,17193.455,2.582791,1,1,1,1
744,1460,1383,3572,1,1,17182.066,2.582791,1,1,1,1
745,1460,1383,3572,1,1,17180.624,2.582791,1,1,1,1
746,1460,1383,3572,1,1,17186.596,2.582791,1,1,1,1
747,1460,1383,3572,1,1,17176.651,2.582791,1,1,1,1
748,1460,1383,3572,1,1,17181.822,2.582791,1,1,1,1
749,1460,1383,3572,1,1,17166.826,2.582791,1,1,1,1
750,1460,1383,3572,1,1,17171.646,2.582791,1,1,1,1
751,1460,1383,3572,1,1,15789.974,2.582791,1,1,1,1
752,1460,1383,3572,1,1,13538.353,2.582791,1,1,1,1
753,1460,1383,3572,1,1,17173.484,2.582791,1,1,1,1
754,1460,1383,3572,1,1,16930.061,2.582791,1,1,1,1
755,1460,1383,3572,1,1,17170.779,2.582791,1,1,1,1
756,1460,1383,3572,1,1,17164.135,2.582791,1,1,1,1
757,1460,1383,3572,1,1,17165.318,2.582791,1,1,1,1
758,1460,1383,3572,1,1,16699.930,2.582791,1,1,1,1
759,1460,1383,3572,1,1,16405.704,2.582791,1,1,1,1
760,1460,1383,3572,1,1,17149.711,2.582791,1,1,1,1
761,1460,1383,3572,1,1,17154.142,2.582791,1,1,1,1
762,1460,1383,3572,1,1,17156.693,2.582791,1,1,1,1
763,1460,1383,3572,1,1,14590.872,2.582791,1,1,1,1
764,1460,1383,3572,1,1,17157.640,2.582791,1,1,1,1
765,1460,1383,3572,1,1,17163.196,2.582791,1,1,1,1
766,1460,1383,3572,1,1,16516.853,2.582791,1,1,1,1
767,1460,1383,3572,1,1,17164.631,2.582791,1,1,1,1
768,1460,1383,3572,1,1,17169.043,2.582791,1,1,1,1
769,1460,1383,3572,1,1,17174.666,2.582791,1,1,1,1
770,1460,1383,3572,1,1,16166.542,2.582791,1,1,1,1
771,1460,1383,3572,1,1,15183.304,2.582791,1,1,1,1
772,1460,1383,3572,1,1,17171.736,2.582791,1,1,1,1
773,1460,1383,3572,1,1,17148.832,2.582791,1,1,1,1
774,1460,1383,3572,1,1,17150.825,2.582791,1,1,1,1
775,1460,1383,3572,1,1,15513.734,2.582791,1,1,1,1
776,1460,1383,3572,1,1,17088.600,2.582791,1,1,1,1
777,1460,1383,3572,1,1,17153.773,2.582791,1,1,1,1
778,1460,1383,3572,1,1,17160.723,2.582791,1,1,1,1
779,1460,1383,3572,1,1,16480.864,2.582791,1,1,1,1
780,1460,1383,3572,1,1,17169.888,2.582791,1,1,1,1
781,1460,1383,3572,1,1,17143.035,2.582791,1,1,1,1
782,1460,1383,3572,1,1,17140.996,2.582791,1,1,1,1
783,1460,1383,3572,1,1,17146.043,2.582791,1,1,1,1
784,1460,1383,3572,1,1,17140.850,2.582791,1,1,1,1
785,1460,1383,3572,1,1,17146.122,2.582791,1,1,1,1
786,1460,1383,3572,1,1,15802.579,2.582791,1,1,1,1
787,1460,1383,3572,1,1,16880.821,2.582791,1,1,1,1
788,1460,1383,3572,1,1,17159.147,2.582791,1,1,1,1
789,1460,1383,3572,1,1,17161.654,2.582791,1,1,1,1
790,1460,1383,3572,1,1,17160.113,2.582791,1,1,1,1
791,1460,1383,3572,1,1,15417.072,2.582791,1,1,1,1
792,1460,1383,3572,1,1,17172.436,2.582791,1,1,1,1
793,1460,1383,3572,1,1,17170.933,2.582791,1,1,1,1
794,1460,1383,3572,1,1,17170.265,2.582791,1,1,1,1
795,1460,1383,3572,1,1,17170.857,2.582791,1,1,1,1
796,1460,1383,3572,1,1,17173.835,2.582791,1,1,1,1
797,1460,1383,3572,1,1,17177.786,2.582791,1,1,1,1
798,1460,1383,3572,1,1,16261.567,2.582791,1,1,1,1
799,1460,1383,3572,1,1,17178.507,2.582791,1,1,1,1
800,1460,1383,3572,1,1,17173.590,2.582791,1,1,1,1
801,1460,1383,3572,1,1,15719.035,2.582791,1,1,1,1
802,1460,1383,3572,1,1,15732.116,2.582791,1,1,1,1
803,1460,1383,3572,1,1,17177.646,2.582791,1,1,1,1
804,1460,1383,3572,1,1,16359.792,2.582791,1,1,1,1
805,1460,1383,3572,1,1,17178.744,2.582791,1,1,1,1
806,1460,1383,3572,1,1,17166.385,2.582791,1,1,1,1
807,1460,1383,3572,1,1,17166.585,2.582791,1,1,1,1
808,1460,1383,3572,1,1,17173.375,2.582791,1,1,1,1
809,1460,1383,3572,1,1,17177.708,2.582791,1,1,1,1
810,1460,1383,3572,1,1,17178.952,2.582791,1,1,1,1
811,1460,1383,3572,1,1,17183.857,2.582791,1,1,1,1
812,1460,1383,3572,1,1,17192.926,2.582791,1,1,1,1
813,1460,1383,3572,1,1,17198.913,2.582791,1,1,1,1
814,1460,1383,3572,1,1,16369.106,2.582791,1,1,1,1
815,1460,1383,3572,1,1,17069.368,2.582791,1,1,1,1
816,1460,1383,3572,1,1,15182.699,2.582791,1,1,1,1
817,1460,1383,3572,1,1,15685.755,2.582791,1,1,1,1
818,1460,1383,3572,1,1,16738.816,2.582791,1,1,1,1
819,1460,1383,3572,1,1,15227.936,2.582791,1,1,1,1
820,1460,1383,3572,1,1,17187.511,2.582791,1,1,1,1
821,1460,1383,3572,1,1,17191.668,2.582791,1,1,1,1
822,1460,1383,3572,1,1,17193.364,2.582791,1,1,1,1
823,1460,1383,3572,1,1,17196.913,2.582791,1,1,1,1
824,1460,1383,3572,1,1,17202.359,2.582791,1,1,1,1
825,1460,1383,3572,1,1,17196.105,2.582791,1,1,1,1
826,1460,1383,3572,1,1,17197.492,2.582791,1,1,1,1
827,1460,1383,3572,1,1,15427.158,2.582791,1,1,1,1
828,1460,1383,3572,1,1,17205.627,2.582791,1,1,1,1
829,1460,1383,3572,1,1,17209.058,2.582791,1,1,1,1
830,1460,1383,3572,1,1,17209.516,2.582791,1,1,1,1
831,1460,1383,3572,1,1,15225.011,2.582791,1,1,1,1
