run_id,scenario,group_name,packets_total,bytes_total,syn_count,synack_count,ack_only_count,fin_count,rst_count,retransmissions,fast_retransmissions,spurious_retransmissions,duplicate_ack,out_of_order,lost_segments,tls_handshake_total,tls_alerts,clienthello_count,serverhello_count,encryptedextensions_count,certificate_count,certificateverify_count,finished_count,clienthello_packets,serverhello_packets,clienthello_frame_bytes,serverhello_frame_bytes,clienthello_tcp_bytes,serverhello_tcp_bytes,handshake_duration_ms_pcap,resource_summary_present,resource_csv_present,pqc_client_cpu_avg,pqc_client_cpu_max,pqc_client_mem_avg,pqc_client_mem_max,pqc_server_cpu_avg,pqc_server_cpu_max,pqc_server_mem_avg,pqc_server_mem_max,pqc_monitor_cpu_avg,pqc_monitor_cpu_max,pqc_monitor_mem_avg,pqc_monitor_mem_max
prueba_classic_p0_stress_001,unknown,unknown,17101,4482795,1002,1002,6067,2007,0,12,0,1,2,0,0,2004,0,1002,1002,0,0,0,0,1002,1002,273546,2555100,207414,2488968,,yes,yes,29.89,144.13,1.09,3.47,14.88,52.64,0.04,0.04,0.10,0.21,0.13,0.13
