run_id,scenario,group_name,packets_total,bytes_total,syn_count,synack_count,ack_only_count,fin_count,rst_count,retransmissions,fast_retransmissions,spurious_retransmissions,duplicate_ack,out_of_order,lost_segments,tls_handshake_total,tls_alerts,clienthello_count,serverhello_count,encryptedextensions_count,certificate_count,certificateverify_count,finished_count,clienthello_packets,serverhello_packets,clienthello_frame_bytes,serverhello_frame_bytes,clienthello_tcp_bytes,serverhello_tcp_bytes,max_tcp_payload_bytes,max_ip_packet_bytes,max_eth_frame_bytes,tcp_mss_client,tcp_mss_server,tcp_mss_negotiated,mtu_assumed_bytes,mtu_exceeded_ip_packets,mtu_exceeded_c2s,mtu_exceeded_s2c,mss_exceeded_segments,mss_exceeded_ip_packets,mss_exceeded_c2s,mss_exceeded_s2c,tcp_ack_rtt_avg_ms,tcp_ack_rtt_max_ms,lat_tcp_syn_to_synack_ms,lat_tcp_synack_to_ack_ms,lat_tls_ch_to_sh_ms,lat_tls_sh_to_fin_ms,lat_tls_fin_to_appdata_ms,handshake_duration_ms_pcap,resource_summary_present,resource_csv_present,pqc_client_cpu_avg,pqc_client_cpu_max,pqc_client_mem_avg,pqc_client_mem_max,pqc_server_cpu_avg,pqc_server_cpu_max,pqc_server_mem_avg,pqc_server_mem_max,pqc_monitor_cpu_avg,pqc_monitor_cpu_max,pqc_monitor_mem_avg,pqc_monitor_mem_max
clasico_prueba_poisson,unknown,unknown,17068,4480083,1002,1002,6036,2007,0,10,0,0,0,0,0,2004,0,1002,1002,0,0,0,0,1002,1002,273546,2555100,207414,2488968,2484,2536,2550,1460,1460,1460,1500,1002,0,167,1002,1002,0,167,0.152,66.086,0.083,0.025,3.224,,,1654.996,yes,yes,15.76,81.55,0.85,2.83,14.89,52.51,0.04,0.04,0.07,0.23,0.21,0.21
