timestamp;container;cpu_perc;mem_usage;mem_perc;net_io;block_io;pids
2026-05-18T11:48:39Z;pqc_client;0.00%;208.4MiB / 7.751GiB;2.63%;158MB / 56.8MB;7MB / 608MB;1
2026-05-18T11:48:39Z;pqc_client_2;0.00%;205.8MiB / 7.751GiB;2.59%;158MB / 56.8MB;1.08MB / 608MB;1
2026-05-18T11:48:39Z;pqc_client_3;0.00%;205.2MiB / 7.751GiB;2.59%;157MB / 56.6MB;1.91MB / 602MB;1
2026-05-18T11:48:39Z;pqc_client_4;0.00%;203.9MiB / 7.751GiB;2.57%;157MB / 56.6MB;688kB / 602MB;1
2026-05-18T11:48:39Z;pqc_client_5;0.00%;204.7MiB / 7.751GiB;2.58%;157MB / 56.6MB;1.11MB / 601MB;1
2026-05-18T11:48:39Z;pqc_client_6;0.00%;210.1MiB / 7.751GiB;2.65%;157MB / 56.6MB;10.9MB / 1.88GB;1
2026-05-18T11:48:39Z;pqc_server;0.00%;8.805MiB / 7.751GiB;0.11%;339MB / 945MB;15.6MB / 0B;2
2026-05-18T11:48:39Z;pqc_monitor;0.06%;32.61MiB / 7.751GiB;0.41%;1.29GB / 1.28GB;17.2MB / 2.87GB;2
2026-05-18T11:48:44Z;pqc_client;5.72%;258.7MiB / 7.751GiB;3.26%;158MB / 56.9MB;7.02MB / 608MB;29
2026-05-18T11:48:44Z;pqc_client_2;4.14%;274.6MiB / 7.751GiB;3.46%;158MB / 56.9MB;1.08MB / 608MB;39
2026-05-18T11:48:44Z;pqc_client_3;3.57%;272.2MiB / 7.751GiB;3.43%;157MB / 56.7MB;1.91MB / 602MB;38
2026-05-18T11:48:44Z;pqc_client_4;5.69%;280.2MiB / 7.751GiB;3.53%;157MB / 56.7MB;688kB / 602MB;43
2026-05-18T11:48:44Z;pqc_client_5;44.44%;297.7MiB / 7.751GiB;3.75%;157MB / 56.6MB;1.11MB / 601MB;52
2026-05-18T11:48:44Z;pqc_client_6;0.42%;303.2MiB / 7.751GiB;3.82%;157MB / 56.6MB;10.9MB / 1.88GB;52
2026-05-18T11:48:44Z;pqc_server;7.80%;8.824MiB / 7.751GiB;0.11%;340MB / 946MB;15.6MB / 0B;2
2026-05-18T11:48:44Z;pqc_monitor;0.40%;32.68MiB / 7.751GiB;0.41%;1.29GB / 1.28GB;17.2MB / 2.87GB;2
2026-05-18T11:48:48Z;pqc_client;0.63%;230.9MiB / 7.751GiB;2.91%;158MB / 57MB;7.02MB / 608MB;14
2026-05-18T11:48:48Z;pqc_client_2;5.73%;219MiB / 7.751GiB;2.76%;158MB / 56.9MB;1.08MB / 608MB;9
2026-05-18T11:48:48Z;pqc_client_3;3.16%;231.5MiB / 7.751GiB;2.92%;157MB / 56.7MB;1.91MB / 603MB;16
2026-05-18T11:48:48Z;pqc_client_4;9.88%;228.4MiB / 7.751GiB;2.88%;157MB / 56.7MB;688kB / 602MB;15
2026-05-18T11:48:48Z;pqc_client_5;0.00%;297.7MiB / 7.751GiB;3.75%;157MB / 56.6MB;1.11MB / 601MB;52
2026-05-18T11:48:48Z;pqc_client_6;0.00%;292MiB / 7.751GiB;3.68%;157MB / 56.6MB;10.9MB / 1.88GB;46
2026-05-18T11:48:48Z;pqc_server;7.90%;8.812MiB / 7.751GiB;0.11%;340MB / 946MB;15.6MB / 0B;2
2026-05-18T11:48:48Z;pqc_monitor;0.42%;32.7MiB / 7.751GiB;0.41%;1.29GB / 1.28GB;17.2MB / 2.87GB;2
2026-05-18T11:48:52Z;pqc_client;0.00%;208.4MiB / 7.751GiB;2.63%;158MB / 57MB;7.02MB / 609MB;1
2026-05-18T11:48:52Z;pqc_client_2;0.00%;205.8MiB / 7.751GiB;2.59%;158MB / 56.9MB;1.08MB / 609MB;1
2026-05-18T11:48:52Z;pqc_client_3;0.00%;205.3MiB / 7.751GiB;2.59%;157MB / 56.7MB;1.91MB / 603MB;1
2026-05-18T11:48:52Z;pqc_client_4;0.00%;203.9MiB / 7.751GiB;2.57%;157MB / 56.7MB;688kB / 603MB;1
2026-05-18T11:48:52Z;pqc_client_5;9.79%;251.5MiB / 7.751GiB;3.17%;157MB / 56.6MB;1.11MB / 601MB;27
2026-05-18T11:48:52Z;pqc_client_6;9.11%;249.3MiB / 7.751GiB;3.14%;157MB / 56.7MB;10.9MB / 1.89GB;23
2026-05-18T11:48:52Z;pqc_server;7.10%;8.812MiB / 7.751GiB;0.11%;340MB / 947MB;15.6MB / 0B;2
2026-05-18T11:48:52Z;pqc_monitor;0.22%;32.71MiB / 7.751GiB;0.41%;1.29GB / 1.28GB;17.2MB / 2.87GB;2
2026-05-18T11:48:56Z;pqc_client;0.00%;208.4MiB / 7.751GiB;2.63%;158MB / 57MB;7.02MB / 609MB;1
2026-05-18T11:48:56Z;pqc_client_2;0.00%;205.8MiB / 7.751GiB;2.59%;158MB / 56.9MB;1.08MB / 609MB;1
2026-05-18T11:48:56Z;pqc_client_3;0.00%;205.3MiB / 7.751GiB;2.59%;157MB / 56.7MB;1.91MB / 603MB;1
2026-05-18T11:48:56Z;pqc_client_4;0.00%;203.9MiB / 7.751GiB;2.57%;157MB / 56.7MB;688kB / 603MB;1
2026-05-18T11:48:56Z;pqc_client_5;0.00%;204.7MiB / 7.751GiB;2.58%;157MB / 56.7MB;1.11MB / 601MB;1
2026-05-18T11:48:56Z;pqc_client_6;0.00%;210.1MiB / 7.751GiB;2.65%;157MB / 56.7MB;10.9MB / 1.89GB;1
2026-05-18T11:48:56Z;pqc_server;0.00%;8.805MiB / 7.751GiB;0.11%;340MB / 947MB;15.6MB / 0B;2
2026-05-18T11:48:56Z;pqc_monitor;0.13%;32.72MiB / 7.751GiB;0.41%;1.29GB / 1.28GB;17.2MB / 2.87GB;2
2026-05-18T11:49:00Z;pqc_client;0.00%;208.4MiB / 7.751GiB;2.63%;158MB / 57MB;7.02MB / 609MB;1
2026-05-18T11:49:00Z;pqc_client_2;0.00%;205.8MiB / 7.751GiB;2.59%;158MB / 56.9MB;1.08MB / 609MB;1
2026-05-18T11:49:00Z;pqc_client_3;0.00%;205.3MiB / 7.751GiB;2.59%;157MB / 56.7MB;1.91MB / 603MB;1
2026-05-18T11:49:00Z;pqc_client_4;0.00%;203.9MiB / 7.751GiB;2.57%;157MB / 56.7MB;688kB / 603MB;1
2026-05-18T11:49:00Z;pqc_client_5;0.00%;204.7MiB / 7.751GiB;2.58%;157MB / 56.7MB;1.11MB / 601MB;1
2026-05-18T11:49:00Z;pqc_client_6;0.00%;210.1MiB / 7.751GiB;2.65%;157MB / 56.7MB;10.9MB / 1.89GB;1
